AE,BT,BW,CF,DT,ET,GL,HF,LF,NT,P,PF,PFC,PFCM,PFCm,SC
3.508,337.110392864,1550.4,5512.5,0.11212,337.222513337,Y,8128.4,4445.9,13.0,G,5512.5,5512.5;5254.1;5254.1;5512.5;5770.9;5512.5;5081.8;5340.2;5512.5;5684.8;5857.0;6201.6;6632.2;5512.5;5081.8;6201.6;5512.5;4651.2,6632.2,4651.2,S
3.526,337.298410272,1894.9,4995.7,0.063822,337.362232695,Y,7881.4,3121.1,15.0,G,4737.3,6201.6;6115.4;6029.3;5770.9;5081.8;4737.3;4737.3;6029.3;4651.2;4737.3,6201.6,4651.2,S
2.105,337.369132417,430.7,6373.8,0.022424,337.391556511,Y,6826.1,5883.0,16.0,G,6287.7,6287.7;6546.1,6546.1,6287.7,S
4.239,337.43295484,1894.9,4737.3,0.058648,337.491602472,Y,8420.3,3143.6,15.0,G,4651.2,4909.6;4134.4;4220.5;4737.3;4651.2;3876.0;3789.8;4220.5;4220.5,4909.6,3789.8,S
2.237,337.507126845,258.4,6546.1,0.034499,337.541625452,Y,7230.2,6287.2,16.0,G,6546.1,6546.1;6546.1;6546.1;6632.2;6546.1,6632.2,6546.1,S
3.808,337.572674198,1292.0,4651.2,0.056923,337.6295969,Y,8128.4,2739.4,15.0,G,4651.2,4737.3;5081.8;4651.2;4651.2;4651.2;5426.4;4651.2;4651.2,5426.4,4651.2,S
1.761,337.638221551,172.3,6546.1,0.041398,337.67961988,Y,7679.3,6152.4,16.0,G,6546.1,6546.1;6460.0;6546.1;6460.0;6546.1;6546.1,6546.1,6460.0,S
4.018,337.700319044,1636.5,4651.2,0.060373,337.760691606,Y,8263.1,2380.1,15.0,G,4565.0,4737.3;4737.3;5512.5;4565.0;4565.0;4651.2;5081.8;4651.2;4565.0,5512.5,4565.0,S
1.731,337.772766119,258.4,6546.1,0.044848,337.817614308,Y,7701.8,5770.7,16.0,G,6546.1,6546.1;6546.1;6460.0;6546.1;6546.1;6546.1;6546.1,6546.1,6460.0,S
4.009,337.82968882,1464.3,4651.2,0.056923,337.886611522,Y,8285.6,2739.4,15.0,G,4651.2,4737.3;4737.3;4220.5;4651.2;4651.2;4565.0;3789.8;4565.0;4651.2,4737.3,3789.8,S
1.776,337.894485348,172.3,6632.2,0.043123,337.937608606,Y,7477.2,6287.2,16.0,G,6632.2,6632.2;6632.2;6632.2;6632.2;6546.1;6632.2;6632.2,6632.2,6546.1,S
4.292,337.960032701,1808.8,4909.6,0.058648,338.018680333,Y,8599.9,2470.0,15.0,G,4909.6,5081.8;4565.0;4306.6;4909.6;4651.2;4220.5;5857.0;4651.2;4651.2;4392.8,5857.0,4220.5,S
2.147,338.023855124,344.5,6632.2,0.043123,338.066978383,Y,8016.1,6309.6,16.0,G,6632.2,6718.4;6632.2;6632.2;6546.1;6632.2;6546.1;6546.1,6718.4,6546.1,S
4.021,338.085952617,1550.4,4651.2,0.058648,338.144600249,Y,8195.8,2335.2,15.0,G,4565.0,4651.2;4651.2;4220.5;4651.2;4565.0;4565.0;4651.2;4737.3;4737.3,4737.3,4220.5,S
2.389,338.156674761,258.4,6632.2,0.044848,338.20152295,Y,7746.7,6174.9,16.0,G,6632.2,6632.2;6632.2;6546.1;6632.2;6632.2;6718.4;6632.2,6718.4,6546.1,S
4.186,338.220497184,1981.1,4995.7,0.067272,338.287769468,Y,8532.6,2267.9,15.0,G,4909.6,5684.8;4565.0;4565.0;6201.6;4909.6;4909.6;4306.6;4220.5;4737.3;6115.4;5943.2,6201.6,4220.5,S
2.438,338.294669189,516.8,6546.1,0.044848,338.339517378,Y,7993.7,5613.5,16.0,G,6546.1,6546.1;6546.1;6546.1;6546.1;6632.2;6546.1;6546.1,6632.2,6546.1,S
3.828,339.591551405,1550.4,5684.8,0.11212,339.703671877,Y,8308.0,3592.7,13.0,G,5770.9,4995.7;4995.7;5426.4;4651.2;6201.6;4048.2;5684.8;5081.8;4737.3;5426.4;5684.8;5770.9;5857.0;6976.8;5943.2;5426.4;5857.0;5684.8;5340.2,6976.8,4048.2,S
1.994,339.891689286,1033.6,5340.2,0.100046,339.991735246,Y,5927.9,4423.5,14.0,G,5512.5,5857.0;5770.9;5770.9;5684.8;5512.5;5512.5;5512.5;5512.5;5512.5;5340.2;5081.8;4651.2;5168.0;4995.7;4737.3;4651.2,5857.0,4651.2,S
3.508,340.16077842,1292.0,5598.6,0.117295,340.278073684,Y,8240.7,3996.8,13.0,G,5857.0,5168.0;5426.4;5426.4;5426.4;4651.2;5598.6;5340.2;4651.2;5081.8;5684.8;5857.0;5943.2;6115.4;6201.6;5857.0;5081.8;6115.4;5770.9;5426.4,6201.6,4651.2,S
3.789,340.398818809,1722.7,5081.8,0.044848,340.443666998,Y,7589.5,2761.9,15.0,G,4737.3,4737.3;4651.2;4306.6;5081.8;4651.2;4737.3,5081.8,4306.6,S
1.712,340.45401658,258.4,6632.2,0.037948,340.491965048,Y,6871.0,6309.6,16.0,G,6632.2,6632.2;6632.2;6632.2;6632.2;6718.4;6632.2,6718.4,6632.2,S
3.957,340.528188585,1808.8,4995.7,0.055198,340.583386356,Y,8285.6,3053.8,15.0,G,4995.7,3100.8;4651.2;5081.8;4995.7;4995.7;5081.8;5426.4;4651.2,5426.4,3100.8,S
2.049,340.595460869,172.3,6546.1,0.022424,340.617884963,Y,7162.9,6287.2,16.0,G,6546.1,6546.1;6546.1;6546.1,6546.1,6546.1,S
3.63,340.659807514,1636.5,4737.3,0.060373,340.720180076,N,8083.5,2672.0,15.0,G,4737.3,4048.2;4651.2;4220.5;4220.5;4737.3;4737.3;4651.2;5426.4;4651.2;4651.2,5426.4,4048.2,S
1.805,340.731552613,172.3,6460.0,0.030011,340.761564035,Y,7264.7,6162.2,16.0,G,6460.0,6460.0;6460.0;6460.0;6460.0,6460.0,6460.0,S
4.118,340.795862803,1550.4,4995.7,0.052877,340.848740069,Y,8945.8,2462.2,15.0,G,4737.3,5426.4;5426.4;5426.4;4737.3;4651.2;3789.8;5168.0;4737.3,5426.4,3789.8,S
1.833,340.860172992,258.4,6632.2,0.037157,340.89732999,Y,7550.6,6346.9,16.0,G,6632.2,6718.4;6632.2;6632.2;6632.2;6632.2,6718.4,6632.2,S
4.17,340.925912296,1981.1,4909.6,0.054306,340.980218678,N,8562.8,2407.4,15.0,G,4909.6,5081.8;4995.7;5081.8;4909.6;4909.6;5081.8;3789.8;4306.6;4306.6,5081.8,3789.8,S
2.312,340.994509831,344.5,6546.1,0.031441,341.025950368,Y,8070.4,6182.8,16.0,G,6546.1,6632.2;6546.1;6546.1;6460.0;6546.1,6632.2,6460.0,S
4.086,341.05596179,1550.4,4995.7,0.060023,341.115984633,Y,8316.6,2434.8,15.0,G,4823.4,4651.2;4651.2;5426.4;4823.4;4823.4;4651.2;4220.5;4995.7;4995.7,5426.4,4220.5,S
2.198,341.128846671,430.7,6718.4,0.037157,341.166003669,Y,8508.1,6319.5,16.0,G,6718.4,6804.5;6718.4;6632.2;6546.1;6718.4;6718.4,6804.5,6546.1,S
4.175,341.190298629,1636.5,5081.8,0.058594,341.248892357,Y,8836.4,2106.5,15.0,G,4909.6,5426.4;5426.4;6201.6;4909.6;4909.6;4306.6;5426.4;5081.8;4737.3,6201.6,4306.6,S
2.158,341.25608685,344.5,6890.6,0.027104,341.283191124,Y,7796.8,6319.5,16.0,G,6890.6,6804.5;6890.6;6890.6;6804.5,6890.6,6804.5,S
4.159,341.326064584,1894.9,4909.6,0.055735,341.381800081,N,8699.6,2872.5,15.0,G,4909.6,3962.1;3962.1;5770.9;4909.6;4995.7;4220.5;5857.0;4651.2;3617.6,5857.0,3617.6,S
2.427,341.393233004,430.7,6632.2,0.035728,341.428960886,Y,8152.5,6128.0,16.0,G,6632.2,6632.2;6632.2;6632.2;6460.0;6632.2,6632.2,6460.0,S
3.357,343.65702169,1119.7,5598.6,0.102896,343.759917992,Y,8590.2,3447.0,13.0,G,5770.9,5857.0;5426.4;5081.8;4651.2;4651.2;5254.1;5081.8;5426.4;5512.5;5770.9;5857.0;5857.0;5770.9;5770.9;5081.8;5857.0;5512.5,5857.0,4651.2,S
1.767,343.981430866,775.2,5340.2,0.098609,344.080039823,Y,6018.6,4705.5,14.0,G,4995.7,5857.0;5684.8;5684.8;5684.8;5598.6;5512.5;5512.5;5512.5;5426.4;5340.2;5081.8;4995.7;5340.2;5168.0;4995.7;4909.6,5857.0,4909.6,S
3.347,344.207231086,1378.1,5684.8,0.115758,344.322989426,Y,7277.0,3200.8,13.0,G,5770.9,4651.2;5081.8;5426.4;5426.4;5081.8;4651.2;5426.4;4995.7;5081.8;5426.4;5684.8;5770.9;5770.9;6115.4;5684.8;5426.4;4995.7;4651.2;4220.5,6115.4,4220.5,S
4.017,344.427314844,1378.1,4823.4,0.047161,344.474475649,Y,7304.4,2845.2,15.0,G,4651.2,5770.9;5770.9;4995.7;4651.2;4651.2;5168.0;4651.2;4651.2,5770.9,4651.2,S
1.974,344.488766802,344.5,6632.2,0.024295,344.513061763,Y,7030.8,6264.8,16.0,G,6632.2,6632.2;6546.1;6890.6,6890.6,6546.1,S
4.08,344.570226375,1981.1,4909.6,0.052877,344.623103642,Y,7769.5,2161.2,15.0,G,4995.7,3876.0;3962.1;3962.1;4995.7;3789.8;3617.6;4995.7;4220.5,4995.7,3617.6,S
2.161,344.63596568,430.7,6718.4,0.034299,344.670264447,Y,7359.1,6429.0,16.0,G,6632.2,6632.2;6632.2;6890.6;6890.6;6976.8,6976.8,6632.2,S
3.962,344.704563215,1636.5,4651.2,0.058594,344.763156943,Y,8562.8,2051.8,15.0,G,4651.2,4306.6;4048.2;5426.4;4651.2;4651.2;4134.4;6201.6;4995.7;4651.2,6201.6,4048.2,S
1.754,344.771731634,172.3,6546.1,0.038586,344.810317748,Y,8207.2,6018.6,16.0,G,6546.1,6546.1;6546.1;6632.2;6546.1;6546.1,6632.2,6546.1,S
4.149,344.834242346,1378.1,4823.4,0.058594,344.892836074,Y,8590.2,2215.9,15.0,G,4651.2,4995.7;4995.7;4995.7;4737.3;4651.2;4651.2;5857.0;4995.7;4995.7,5857.0,4651.2,S
2.633,344.901410766,689.1,6546.1,0.034299,344.935709533,Y,7605.3,5991.3,16.0,G,6546.1,6804.5;6546.1;6460.0;6804.5;6632.2,6804.5,6460.0,S
3.819,344.965720955,1378.1,4651.2,0.054306,345.020027337,Y,8179.8,1915.0,15.0,G,4651.2,5081.8;4306.6;4995.7;4651.2;4651.2;4651.2;4220.5;4220.5;4565.0,5081.8,4220.5,S
2.214,345.03431849,430.7,6718.4,0.027153,345.061471681,Y,7824.2,6319.5,16.0,G,6718.4,6718.4;6718.4;6718.4;6546.1,6718.4,6546.1,S
3.928,345.097199564,1808.8,4651.2,0.055735,345.152935061,Y,8097.8,1915.0,15.0,G,4651.2,4995.7;4306.6;5426.4;4651.2;4651.2;4220.5;4651.2;4306.6,5426.4,4220.5,S
2.395,345.164367983,516.8,6632.2,0.035728,345.200095866,Y,7796.8,6264.8,16.0,G,6546.1,6890.6;6546.1;6546.1;6718.4;6546.1;6546.1,6890.6,6546.1,S
4.058,345.231536403,1722.7,4909.6,0.058594,345.290130131,Y,8097.8,2079.2,15.0,G,4651.2,4651.2;4651.2;4995.7;4651.2;4651.2;5081.8;3876.0;4651.2;4651.2,5081.8,3876.0,S
1.929,345.301563054,258.4,6546.1,0.031441,345.33300359,Y,7687.4,6237.5,16.0,G,6546.1,6546.1;6546.1;6546.1;6546.1;6546.1,6546.1,6546.1,S
3.848,345.367302358,1464.3,4651.2,0.057165,345.424466971,Y,8480.8,1723.5,15.0,G,4651.2,4220.5;4220.5;4220.5;4737.3;4651.2;4651.2;4651.2;5081.8;4220.5,5081.8,4220.5,S
1.92,345.434470778,172.3,6546.1,0.035728,345.470198661,Y,7605.3,6237.5,16.0,G,6546.1,6546.1;6546.1;6546.1;6546.1;6546.1,6546.1,6546.1,S
3.562,347.256145692,1722.7,5684.8,0.104325,347.36047111,Y,8344.0,3337.6,13.0,G,5770.9,5943.2;5770.9;5426.4;5943.2;5943.2;5426.4;4651.2;4995.7;5512.5;5770.9;5943.2;6201.6;6546.1;5770.9;5340.2;4651.2;5426.4,6546.1,4651.2,S
3.734,350.046268121,1378.1,5340.2,0.100038,350.146306193,Y,8562.8,2735.7,13.0,G,5340.2,5770.9;5857.0;5340.2;5340.2;4909.6;4737.3;5426.4;5426.4;5081.8;5512.5;5512.5;5684.8;6201.6;5684.8;5426.4;4995.7;4306.6,6201.6,4306.6,S
1.867,350.367819067,775.2,5426.4,0.087176,350.454995101,Y,5799.8,4541.3,14.0,G,5340.2,5684.8;5684.8;5598.6;5512.5;5512.5;5512.5;5512.5;5340.2;5340.2;4995.7;5426.4;5081.8;4909.6;4651.2,5684.8,4651.2,S
3.539,352.917308481,2153.3,5512.5,0.102896,353.020204784,Y,7933.6,3392.3,13.0,G,5512.5,4048.2;5770.9;4651.2;5684.8;5426.4;5426.4;5081.8;5512.5;5512.5;5770.9;6201.6;5770.9;5426.4;4651.2;6201.6;6201.6;5943.2,6201.6,4048.2,S
1.855,353.218851812,602.9,5426.4,0.094322,353.313173423,Y,5799.8,4568.7,14.0,G,5512.5,5684.8;5684.8;5512.5;5426.4;5426.4;5512.5;5512.5;5512.5;5512.5;5340.2;4995.7;5426.4;5426.4;5081.8;4737.3,5684.8,4737.3,S
3.434,355.791329407,1205.9,5512.5,0.108613,355.89994217,Y,8727.0,3091.4,13.0,G,5426.4,5684.8;5426.4;5426.4;5340.2;4651.2;5426.4;5426.4;5081.8;5426.4;5598.6;5770.9;6201.6;6546.1;6201.6;5340.2;5081.8;5168.0;5770.9,6546.1,4651.2,S
3.581,356.177190541,1464.3,5598.6,0.098609,356.275799498,Y,9137.3,3173.4,13.0,G,5512.5,5512.5;5426.4;5426.4;6546.1;6201.6;6201.6;5426.4;5512.5;5512.5;5512.5;5857.0;6546.1;5770.9;5081.8;5512.5;6632.2,6632.2,5081.8,S
4.128,356.395845184,2325.6,4995.7,0.054306,356.450151566,Y,7851.6,2188.6,15.0,G,4995.7,5426.4;5426.4;5857.0;4995.7;4995.7;4909.6;3876.0;4220.5;4220.5,5857.0,3876.0,S
2.461,356.458282478,344.5,6460.0,0.030011,356.488293899,Y,7742.1,6128.0,16.0,G,6460.0,6460.0;6373.8;6546.1;6632.2,6632.2,6373.8,S
3.537,358.538134567,1205.9,5684.8,0.104325,358.642459985,Y,8508.1,3611.2,13.0,G,5857.0,6029.3;5426.4;5426.4;5426.4;6546.1;5512.5;5512.5;5081.8;5426.4;5770.9;5857.0;5943.2;6201.6;5512.5;5081.8;6115.4;5770.9,6546.1,5081.8,S
3.513,359.62438454,2067.2,5081.8,0.107184,359.731568188,N,8973.2,3337.6,13.0,G,5770.9,3789.8;5426.4;3876.0;3876.0;3962.1;4048.2;4134.4;4737.3;4392.8;5598.6;5770.9;5770.9;5857.0;6201.6;5426.4;5081.8;4737.3;4995.7,6201.6,3789.8,S
1.784,360.015074605,1033.6,5254.1,0.095751,360.110825331,Y,6018.6,4541.3,14.0,G,4995.7,5857.0;5770.9;5770.9;5512.5;5512.5;5426.4;5340.2;5254.1;5254.1;5081.8;4823.4;4737.3;5168.0;4995.7;4823.4,5857.0,4737.3,S
3.794,363.396973079,2842.4,5857.0,0.107184,363.504156727,Y,8699.6,3611.2,13.0,G,5857.0,5770.9;5770.9;5598.6;5081.8;6029.3;5770.9;5598.6;5168.0;5168.0;5857.0;6115.4;6115.4;6201.6;6460.0;5857.0;5512.5;6115.4;6546.1,6546.1,5081.8,S
3.744,365.072165339,1808.8,5684.8,0.100038,365.172203411,Y,8727.0,3036.7,13.0,G,5770.9,5857.0;5340.2;5340.2;5857.0;5598.6;5512.5;4737.3;5426.4;5770.9;5770.9;5857.0;6201.6;5857.0;5168.0;4909.6;4651.2,6201.6,4651.2,S
3.734,367.153324209,1550.4,5598.6,0.105755,367.259078742,Y,8426.1,2845.2,13.0,G,5684.8,5684.8;5512.5;5081.8;5081.8;4909.6;3789.8;5770.9;4565.0;5426.4;5684.8;5684.8;5770.9;6546.1;5770.9;5512.5;4651.2;5943.2;5857.0,6546.1,3789.8,S
3.697,367.604924648,1464.3,5857.0,0.107184,367.712108297,Y,10040.1,3310.2,13.0,G,5943.2,5857.0;5943.2;5770.9;5684.8;5770.9;6546.1;5512.5;5426.4;5340.2;5684.8;5943.2;6115.4;6718.4;6115.4;5426.4;5081.8;5426.4;5598.6,6718.4,5081.8,S
4.083,367.794996985,1722.7,4823.4,0.054306,367.849303367,Y,9876.0,1805.6,15.0,G,4651.2,6115.4;6460.0;5081.8;4651.2;4909.6;4134.4;4737.3;4220.5,6460.0,4134.4,S
1.942,367.859307174,344.5,6632.2,0.030011,367.889318596,Y,8043.1,6210.1,16.0,G,6632.2,6632.2;6632.2;6632.2;6546.1,6632.2,6546.1,S
3.619,369.936769286,1378.1,5254.1,0.100038,370.036807358,Y,7632.7,3036.7,13.0,G,5512.5,5598.6;5598.6;5512.5;3789.8;5512.5;5426.4;4651.2;4995.7;5512.5;5684.8;5512.5;6287.7;5426.4;5168.0;4909.6;4909.6,6287.7,3789.8,S
3.646,372.888923358,1722.7,5512.5,0.110042,372.998965237,Y,8316.6,3228.2,13.0,G,5512.5,5081.8;5512.5;5512.5;5168.0;4565.0;6029.3;5512.5;4565.0;5081.8;5512.5;5684.8;5770.9;6460.0;6115.4;4909.6;6287.7;6115.4;6029.3,6460.0,4565.0,S
1.722,373.179033767,775.2,5512.5,0.104325,373.283359185,Y,5799.8,4568.7,14.0,G,5512.5,5770.9;5770.9;5598.6;5598.6;5684.8;5684.8;5684.8;5684.8;5598.6;5598.6;5512.5;5340.2;5168.0;4995.7;5254.1;4995.7;4823.4,5770.9,4823.4,S
3.567,375.894349474,1722.7,5340.2,0.101467,375.995816662,Y,8371.3,3392.3,13.0,G,5512.5,4651.2;5426.4;5426.4;4651.2;5254.1;5254.1;4565.0;4995.7;4995.7;5512.5;5512.5;5770.9;5770.9;5512.5;5168.0;4651.2;4651.2,5770.9,4565.0,S
3.565,376.852964433,1292.0,5684.8,0.114329,376.967293658,Y,9876.0,3091.4,13.0,G,5770.9,5426.4;5512.5;5770.9;5512.5;5512.5;4909.6;6115.4;5512.5;5512.5;5340.2;5684.8;5770.9;5857.0;6373.8;6115.4;5512.5;5943.2;5943.2;5943.2,6373.8,4909.6,S
3.669,379.894216351,1808.8,5512.5,0.100038,379.994254423,Y,8699.6,3118.7,13.0,G,5770.9,5426.4;5426.4;5254.1;4823.4;5770.9;5426.4;5426.4;5340.2;5684.8;5770.9;5770.9;5943.2;5770.9;5512.5;6460.0;5770.9,6460.0,4823.4,S
3.692,381.499825683,1894.9,5598.6,0.095751,381.595576409,Y,10204.3,2434.8,13.0,G,5512.5,5426.4;5426.4;5426.4;5426.4;5770.9;5770.9;4909.6;5340.2;5512.5;5684.8;6115.4;6804.5;6460.0;5426.4;6201.6,6804.5,4909.6,S
3.709,387.295522064,1981.1,5512.5,0.118617,387.414138635,Y,8945.8,2845.2,13.0,G,5512.5,6460.0;5512.5;5512.5;5512.5;5081.8;6546.1;5426.4;5426.4;5168.0;5512.5;5512.5;5684.8;5684.8;5770.9;5426.4;4737.3;6460.0;6029.3;5857.0;5512.5,6546.1,4737.3,S
4.609,392.889170573,2584.0,6546.1,0.086634,392.975804994,Y,10204.3,1805.6,17.0,G,6460.0,5426.4;7752.0;5857.0;6546.1;6632.2;5857.0;5857.0;5857.0;5857.0;6460.0;6460.0;6546.1;6546.1;6460.0,7752.0,5426.4,S
4.696,395.039348893,2842.4,5770.9,0.07478,395.114128641,Y,9400.9,1780.2,17.0,G,6115.4,5512.5;5426.4;5426.4;6890.6;6115.4;6115.4;5426.4;5684.8;6115.4;6115.4;5512.5;5512.5,6890.6,5426.4,S
4.714,396.312439974,2067.2,6287.7,0.077172,396.389612201,Y,9930.7,1231.1,17.0,G,6201.6,6976.8;6976.8;5426.4;5426.4;6373.8;6373.8;5512.5;6201.6;6976.8;6201.6;5512.5;6287.7,6976.8,5426.4,S
2.45,396.482504696,1205.9,5426.4,0.085747,396.568251615,Y,6702.5,4705.5,18.0,G,5426.4,5684.8;5426.4;5426.4;5081.8;5081.8;6201.6;5770.9;5770.9;5426.4;5426.4;5168.0;4995.7;4995.7;4909.6,6201.6,4909.6,S
4.616,400.778715554,2239.5,6632.2,0.074314,400.853029551,Y,10231.6,1750.9,17.0,G,6890.6,7149.0;7149.0;7149.0;7149.0;6632.2;5512.5;6029.3;6890.6;6890.6;6632.2;7062.9;5770.9,7149.0,5512.5,S
1.975,400.973075237,1033.6,5340.2,0.095751,401.068825963,Y,6429.0,4732.8,18.0,G,5081.8,5340.2;5340.2;5340.2;5168.0;5168.0;6029.3;5857.0;5857.0;5426.4;5254.1;5168.0;5081.8;5081.8;5081.8;4995.7;4995.7,6029.3,4995.7,S
4.727,404.891014288,2928.5,6373.8,0.072885,404.963899169,Y,10669.4,1969.7,17.0,G,6546.1,7493.6;5081.8;5081.8;7149.0;6976.8;5081.8;6632.2;6373.8;6546.1;6546.1;6460.0;6546.1,7493.6,5081.8,S
2.281,405.08251574,1205.9,5426.4,0.098609,405.181124697,Y,6620.5,4322.5,18.0,G,6115.4,5512.5;5426.4;5426.4;5254.1;4995.7;5770.9;6115.4;6115.4;5770.9;5770.9;5426.4;5426.4;5081.8;4909.6;4737.3;4737.3,6115.4,4737.3,S
4.382,408.510145904,2325.6,5770.9,0.071456,408.58160167,Y,8480.8,2708.4,17.0,G,5770.9,4995.7;4995.7;6201.6;6201.6;5168.0;5857.0;6373.8;5770.9;5770.9;5168.0;6029.3,6373.8,4995.7,S
4.828,411.026765667,2497.9,6287.7,0.065739,411.092504971,Y,9547.7,2051.8,17.0,G,6546.1,5598.6;7062.9;7235.2;5770.9;5770.9;5340.2;5340.2;6546.1;6546.1;5598.6;5598.6,7235.2,5340.2,S
4.503,411.809033328,2067.2,6287.7,0.074314,411.883347324,Y,10450.5,2024.4,17.0,G,6632.2,5684.8;6718.4;5684.8;5684.8;6718.4;6115.4;6115.4;6201.6;6632.2;6632.2;6632.2;5684.8,6718.4,5684.8,S
2.101,411.969094243,1033.6,5426.4,0.088605,412.057699392,Y,6264.8,4623.4,18.0,G,5340.2,5598.6;5598.6;5340.2;5340.2;5340.2;6029.3;5857.0;5684.8;5426.4;5254.1;5081.8;4995.7;4909.6;4909.6,6029.3,4909.6,S
4.686,414.476744479,3703.7,5684.8,0.08146,414.558204051,Y,8918.5,1723.5,17.0,G,5684.8,5340.2;6029.3;4995.7;4995.7;6029.3;6029.3;5340.2;5943.2;6373.8;5684.8;5684.8;5340.2;5081.8,6373.8,4995.7,S
2.113,414.71111939,861.3,5340.2,0.092892,414.804011885,Y,6264.8,4705.5,18.0,G,5340.2,5598.6;5426.4;5340.2;5340.2;5254.1;5340.2;5684.8;6029.3;6029.3;5512.5;5340.2;5168.0;5081.8;4995.7;4995.7,6029.3,4995.7,S
4.957,417.663741657,4220.5,6029.3,0.072885,417.736626538,Y,9985.4,1860.3,17.0,G,6373.8,7062.9;7407.4;7407.4;6373.8;6373.8;5340.2;4565.0;6373.8;6373.8;5426.4;4909.6,7407.4,4565.0,S
2.169,417.869534263,947.5,5426.4,0.084318,417.953852066,Y,6182.8,4760.2,18.0,G,5426.4,5512.5;5340.2;5340.2;5254.1;5340.2;5943.2;5943.2;5770.9;5770.9;5426.4;5426.4;5254.1;4995.7;4909.6,5943.2,4909.6,S
4.664,418.558070842,2411.7,6373.8,0.070027,418.628097492,Y,9985.4,1860.3,17.0,G,6373.8,5598.6;7062.9;7062.9;6373.8;6373.8;5340.2;5684.8;7321.3;6373.8;6373.8;6460.0,7321.3,5340.2,S
2.234,418.743855833,947.5,5340.2,0.100038,418.843893904,Y,6182.8,4131.0,18.0,G,5340.2,5512.5;5340.2;5254.1;5254.1;5168.0;5081.8;5943.2;5943.2;5684.8;5684.8;5340.2;5340.2;5081.8;5081.8;4995.7;4995.7,5943.2,4995.7,S
4.624,420.744047798,2584.0,5857.0,0.06431,420.808357987,Y,9164.7,1832.9,17.0,G,6460.0,6460.0;6287.7;6287.7;5340.2;5340.2;4995.7;6029.3;6460.0;6460.0;5340.2,6460.0,4995.7,S
2.248,420.925545443,1205.9,5426.4,0.091463,421.017008823,Y,6565.8,4267.7,18.0,G,5340.2,5512.5;5426.4;5340.2;5340.2;5254.1;5340.2;6287.7;5943.2;5598.6;5426.4;5254.1;5254.1;5081.8;4995.7,6287.7,4995.7,S
2.121,421.11847601,1119.7,5684.8,0.065739,421.184215314,Y,6812.0,4705.5,18.0,G,5340.2,5684.8;5684.8;5684.8;5684.8;5943.2;5943.2;5512.5;5340.2;5340.2;5254.1,5943.2,5254.1,S
4.77,425.633439401,3445.3,5770.9,0.06431,425.697749591,Y,8617.6,2024.4,13.0,G,5426.4,4823.4;6632.2;6287.7;6287.7;4909.6;4565.0;6201.6;5426.4;5426.4;4995.7,6632.2,4565.0,S
2.068,425.797787663,1033.6,5340.2,0.092892,425.890680158,Y,6237.5,4486.6,18.0,G,5254.1,5426.4;5426.4;5254.1;5254.1;5254.1;5340.2;6029.3;6029.3;5684.8;5426.4;5254.1;5254.1;5081.8;4995.7;4823.4,6029.3,4823.4,S
2.509,426.006438498,1378.1,5598.6,0.085747,426.092185417,Y,7085.5,4568.7,18.0,G,5598.6,5598.6;5598.6;5598.6;5512.5;6460.0;5684.8;5512.5;5512.5;5254.1;5254.1;5168.0;5168.0;6115.4;6115.4,6460.0,5168.0,S
4.375,426.672577485,1894.9,5943.2,0.060023,426.732600328,Y,8207.2,3173.4,17.0,G,6373.8,4995.7;4995.7;6115.4;6115.4;4909.6;6373.8;6373.8;6373.8;5857.0,6373.8,4909.6,S
2.246,426.856933361,1033.6,5426.4,0.090034,426.946967625,Y,6292.2,3884.7,18.0,G,5081.8,5254.1;5340.2;5340.2;5254.1;5254.1;5254.1;6029.3;6029.3;5857.0;5426.4;5426.4;5081.8;5081.8;4909.6;4737.3,6029.3,4737.3,S
4.035,0.643399021,2067.2,4651.2,0.170768,0.814167126,Y,6236.682,3206.2,1.0,P,4651.2,3617.6;3617.6;3445.3;3445.3;3531.4;3617.6;3617.6;3876.0;3531.4;3531.4;3617.6;5512.5;4909.6;3531.4;5254.1;5081.8;3359.2;4392.8;4909.6;5254.1;5168.0;5168.0;4565.0;5598.6;4909.6;4134.4;4478.9;4651.2;5168.0,5598.6,3359.2,S
4.029,0.852115593,1894.9,4823.4,0.174218,1.026333559,Y,6324.522,3118.3,1.0,P,4737.3,5426.4;4478.9;5254.1;4823.4;4823.4;5684.8;5684.8;4651.2;4565.0;4737.3;5512.5;4651.2;4995.7;5081.8;4823.4;4823.4;3703.7;4737.3;4909.6;5081.8;5254.1;5168.0;4565.0;5254.1;4737.3;5943.2;5943.2;4651.2;4823.4,5943.2,3703.7,S
2.923,2.586759941,1464.3,5168.0,0.042034,2.628793855,N,6797.2,4227.8,40.0,G,5168.0,6632.2;5254.1;5168.0;5168.0;5168.0;4737.3,6632.2,4737.3,S
3.006,2.703852096,1464.3,6460.0,0.080185,2.784037586,Y,6727.1,4227.8,41.0,G,6460.0,5254.1;5168.0;6460.0;6460.0;6460.0;6460.0;6460.0;6373.8;6115.4;5770.9;5512.5;5168.0;6460.0,6460.0,5168.0,S
3.415,2.839235358,1722.7,6201.6,0.113845,2.953080761,Y,7241.0,3924.2,42.0,G,6460.0,6460.0;6460.0;6373.8;6201.6;5943.2;5512.5;5168.0;4995.7;4909.6;6460.0;6373.8;6373.8;6718.4;6287.7;5168.0;6287.7;6460.0;5168.0,6718.4,4909.6,S
